Year,Population,GDP,Patent,EduRate,Military,unemployment,mcap_gdp,energy_pc,murder,health,debt_gdp,credit_gdp,npl,gov_exp,Gini
2000,58892514,1671597821152.97,22050.0,57.365119934082,2.3727966452319,5.558,154.163358398166,3786.40281086309,1.54256868130426,7.14559078,37.686,114.294248790913,,33.9732013950554,38.9
2001,59119673,1656171009068.66,21423.0,57.4873008728027,2.41112210130721,4.696,129.787370279399,3785.6601241847,1.62595894048872,7.43276882,34.958,119.336886441347,,34.2607223378199,37.1
2002,59370479,1790536570743.41,20624.0,61.1282196044922,2.48565967470705,5.037,103.666935952575,3716.62337347063,1.85923045695602,7.85946798,35.435,124.533460121241,,35.6561692752497,35.1
2003,59647577,2061227755102.04,20426.0,61.4559707641602,2.55206201518244,4.807,117.688207622641,3764.06191688174,,8.05214596,36.764,129.216112132892,,36.8313079900071,34.9
2004,59987905,2429774807762.72,19178.0,59.4526710510254,2.49782136751626,4.594,115.892551894257,3697.50381825103,,8.32219028,39.802,136.667035880836,,37.2869389357439,34.8
2005,60401206,2551361818181.82,17833.0,59.2745018005371,2.42271607573388,4.884,119.864709043085,3689.55051742336,1.37797628851015,8.38108349,41.0,142.664487913407,0.993470630559823,37.7302246429536,35.5
2006,60846820,2719558417663.29,17484.0,59.1907196044922,2.36967440284241,5.472,139.043106242558,3601.05090812166,1.4119320989405,8.53970814,42.058,153.471395323663,,37.9527495128816,35.9
2007,61322463,3104699879951.98,17375.0,58.8450889587402,2.37465777127738,5.399,123.891584653248,3443.58715993443,1.42031017055268,8.76035309,43.174,169.583348638841,,38.2371535235856,34.4
2008,61806995,2945251838235.29,16523.0,57.4309883117676,2.4871500848402,5.748,63.4293117399204,3370.1581117517,1.22526681051353,9.03295708,50.827,190.146653043876,1.55697368984838,40.9965067153825,35.4
2009,62276270,2429358155475.93,15985.0,59.101131439209,2.64772453259797,7.683,115.110417691876,3144.00201324492,1.12468797208048,9.83944035,64.915,191.129828943179,3.50865701820859,43.4910751216009,35.1
2010,62766365,2496740681057.14,15490.0,59.8467292785645,2.56799960467203,7.973,107.61553654272,3235.05383786127,1.19987652699167,9.78799534,75.86,183.762819228277,3.95483378788783,43.9387835050398,33.7
2011,63258810,2675590034128.66,15343.0,59.3426704406738,2.49903987829525,8.195,109.592307961893,2973.83120573757,1.00772665754522,9.79682636,81.425,169.61587364494,3.9618682056152,42.5122983092258,33.2
2012,63711000,2719715961539.83,15370.0,59.1535682678223,2.41781748358099,8.279,121.028819426289,3028.77223348044,0.980292769516879,9.89332199,84.483,160.010705514872,3.58628400773794,43.130949034331,33.1
2013,64138000,2796908333283.39,14972.0,56.7794799804688,2.29232047399432,7.752,141.115984497304,2962.343786375,0.9349366699991,9.99087143,85.316,148.906248602627,3.11174173873798,40.0310887432144,32.7
2014,64619000,3085362169410.29,15196.0,56.5240287780762,2.18448549185402,6.398,115.736607371526,2768.00471923628,0.900318736728248,9.97686195,87.094,134.605055432715,1.65439301070172,39.1461420557996,33.1
2015,65087000,2945579890258.46,14867.0,56.4461288452148,2.04890800410498,5.552,,2774.83945986659,0.948271629655268,9.94044876,87.867,130.08273790259,1.01449977058357,38.2133758226073,33.3
2016,65606000,2706807606538.73,13876.0,58.083869934082,1.98449096820719,4.909,,2697.02109894886,1.17310761427578,9.87085724,87.825,131.480106047871,1.68729249856196,37.0119041977698,33.1
2017,65964000,2699118387873.1,13301.0,59.6282081604004,1.95002885979327,4.501,,2659.07639289685,1.17550481262973,9.70468903,86.723,132.333248459152,1.35973989613412,36.8434052284403,32.6
2018,66287000,2897028009916.05,12865.0,61.1377716064453,1.94455569473457,4.145,,2632.23008890609,1.09059626628076,9.79496574,86.345,132.783359788981,1.09642089877807,37.1969170536007,33.7
2019,66628000,2875710080015.3,12061.0,65.5119934082031,1.98525373099586,3.657,,2516.08673070511,1.15033375026475,9.97954082,85.658,131.443065370417,1.01809935045005,36.4058676559426,32.8
2020,66740000,2724001478304.59,11990.0,69.4076614379883,2.16304030547387,4.472,,2317.54743041471,0.94577935310667,12.10388088,105.84,145.572075379344,0.983324631099749,47.5326631273768,32.7
2021,66978000,3194559188925.93,11592.0,76.7543563842773,2.07241748249759,4.864,118.935321441875,2377.4766480833,1.11868407522333,12.08347321,105.135,136.161594591011,0.969313241835594,42.9472430652547,32.4
2022,67636000,3181244350465.41,,79.7695083618164,2.05691855462534,3.768,97.3198877208869,2253.30282671333,,11.09679794,99.62,126.126397693252,0.93919727879646,40.6510938418388,
2023,68526000,3420796653789.08,,80.4146499633789,2.23063973904322,4.025,,2126.55279563942,,10.99128914,99.967,117.978361754605,0.970314059008282,41.2292290721047,
2024,69281000,3695539513534.15,,,2.2786177901127,4.361,,2069.37917526374,,11.133358,101.816,112.372018963535,1.01582508527651,,
2025,69487000,4002587541846.01,,,,4.746,,,,,103.832,,0.947525011481276,,
